patient_id,masked_tra_PC1,masked_tra_PC2,masked_tra_PC3,masked_tra_PC4,masked_tra_PC5,masked_tra_PC6,masked_tra_PC7,masked_tra_PC8,masked_tra_PC9,masked_tra_PC10,masked_tra_PC11,masked_tra_PC12,masked_tra_PC13,masked_tra_PC14,masked_tra_PC15,masked_tra_PC16,masked_tra_PC17,masked_tra_PC18,masked_tra_PC19,masked_tra_PC20,masked_tra_PC21,masked_tra_PC22,masked_tra_PC23,masked_tra_PC24,masked_tra_PC25,masked_tra_PC26,masked_tra_PC27,masked_tra_PC28,masked_tra_PC29,masked_tra_PC30,masked_tra_PC31,masked_tra_PC32,masked_tra_PC33,masked_tra_PC34,masked_tra_PC35,masked_tra_PC36,masked_tra_PC37,masked_tra_PC38,masked_tra_PC39,masked_tra_PC40,masked_tra_PC41,masked_tra_PC42,masked_tra_PC43,masked_tra_PC44,masked_tra_PC45,masked_tra_PC46,masked_tra_PC47,masked_tra_PC48,masked_tra_PC49,masked_tra_PC50,masked_tra_PC51,masked_tra_PC52,masked_tra_PC53,masked_tra_PC54,masked_tra_PC55,masked_tra_PC56,masked_tra_PC57,masked_tra_PC58,masked_tra_PC59,masked_tra_PC60,masked_tra_PC61,masked_tra_PC62,masked_tra_PC63,masked_tra_PC64,masked_tra_PC65,masked_tra_PC66,masked_tra_PC67,masked_tra_PC68,masked_tra_PC69,masked_tra_PC70,masked_tra_PC71,masked_tra_PC72,masked_tra_PC73,masked_tra_PC74,masked_tra_PC75,masked_tra_PC76,masked_tra_PC77,masked_tra_PC78,masked_tra_PC79,masked_tra_PC80,masked_tra_PC81,masked_tra_PC82,masked_tra_PC83,masked_tra_PC84,masked_tra_PC85,masked_tra_PC86,masked_tra_PC87,masked_tra_PC88,masked_tra_PC89,masked_tra_PC90,masked_tra_PC91,masked_tra_PC92,masked_tra_PC93,masked_tra_PC94,masked_tra_PC95,masked_tra_PC96,masked_tra_PC97,masked_tra_PC98,masked_tra_PC99,masked_tra_PC100,masked_tra_PC101,masked_tra_PC102,masked_tra_PC103,masked_tra_PC104,masked_tra_PC105,masked_tra_PC106,masked_tra_PC107,masked_tra_PC108,masked_tra_PC109,masked_tra_PC110
OAS1_0280,2.0242455,-0.8097509,0.7833811,-0.1691785,-0.60278267,-0.31699395,0.13403329,0.9811551,-0.7115776,-0.36575267,-0.3601371,-0.24271241,0.32326418,0.01995564,-0.44242212,0.3608658,-1.00608,0.17417185,0.81228644,0.034018654,-0.43737474,0.21282429,0.19386421,0.64769953,-0.87188685,0.20684293,-0.18735051,0.18456186,-0.26199618,-0.093752585,-0.28679112,-0.098520376,0.21770531,0.26845765,0.0024771004,-0.67058593,-0.5530396,0.08983537,0.62928337,0.48182514,0.17756194,0.47792673,0.6022859,0.52215534,-0.15355404,0.31339324,-0.27608013,-0.3102271,0.31740883,0.009023308,-0.12388279,0.23065118,-0.6199188,0.13397913,-0.8415554,-0.1399799,0.1210973,-0.067883305,-0.48583826,0.16095133,-0.2964845,-0.106341876,0.32720664,0.08137195,-0.15003146,0.54159737,-0.10884555,-0.13211304,-0.19779111,0.37622237,-0.082683444,-0.55851483,-0.09922628,0.33522582,-0.47354692,-0.101271406,-0.5183481,-0.8779357,-0.048302993,0.4298654,-0.0238563,0.1325977,-0.019398388,-0.12370266,-0.31355876,0.28343394,0.04103991,0.49059805,0.19903907,-0.19390702,0.2130705,-0.30836707,0.26656476,-0.08399315,0.13265619,0.15705201,-0.027709085,-0.16896142,0.31047806,-0.38751897,0.077539414,0.50965744,0.039716724,-0.3204449,-0.13046315,0.13323447,0.1957761,-0.16620615,0.20106478,0.2958961
OAS1_0281,-1.1996614,0.51971346,-0.33742774,0.26374978,-0.3243678,0.36935332,0.42236695,-0.12332742,0.35528752,-0.22370222,0.15596269,0.07492005,-0.1356938,-0.29843992,0.38741407,0.55564797,0.0035094148,0.16445944,-0.4064284,-0.39166567,0.2524416,0.8528594,-0.09107544,-0.8505575,-0.27008548,-0.01305385,-0.07645524,-0.2112617,-0.18225412,-0.05146754,-0.2376111,0.003546877,-0.024623292,-0.33976758,0.29896578,0.047410257,-0.064235464,-0.42108998,-0.16308016,0.045949843,-0.20520435,-0.084574185,0.051719673,0.30148616,0.120026484,0.60402346,0.44367298,-0.11651963,0.09908271,0.26966694,-0.2849382,0.38771155,0.032831416,-0.360175,0.56520706,0.36267358,0.0672303,-0.14597206,-0.12714401,-0.3788294,0.26577,0.22804712,-0.13678126,-0.22972134,0.38049966,0.08015288,-0.083203435,0.2176485,-0.31941912,-0.1591019,0.2880566,-0.23836707,-0.61280626,0.04883464,-0.16599782,-0.043974396,0.07532468,0.42769048,-0.09236506,0.3240965,-0.39280573,-0.54874575,0.55391425,-0.35253906,0.007505674,-0.13652441,-0.20026436,-0.18970664,0.13046074,0.074948445,-0.10849571,0.096539654,-0.35884425,0.27539155,-0.07069307,-0.1764511,-0.09323858,-0.027343107,0.30105695,-0.28816256,0.37670422,0.09626873,0.41443962,-0.63487273,-0.016906315,0.013181408,-0.0316942,0.020712914,0.584137,-0.2023526
OAS1_0282,-1.0021862,-0.5785419,-0.18535441,-1.0286833,-0.106620006,-0.1580623,-0.2778199,0.073150955,0.17144442,-0.030896882,0.49630412,0.460366,0.38965508,0.052814472,-0.27946794,0.3480311,0.4235061,-0.08860389,0.35222453,0.6860649,0.1230938,0.6436108,0.09005706,-0.331733,-0.48438674,0.21081527,-0.083777525,-0.33499286,-0.17011115,-0.16642718,0.17992659,0.16804278,0.24478172,0.06644635,-0.5104317,-0.13059025,-0.28946438,-0.28779876,-0.33426586,-0.41550133,-0.22038454,0.115568206,-0.40202057,0.5809603,-0.5478457,0.18932366,-0.06272076,-0.23640378,0.67002636,-0.096768096,-0.4972339,-0.33979115,-0.13615225,-0.018628154,0.39072126,-0.115542926,-0.039731096,-0.14512868,0.56726676,-0.0889591,-0.4308855,-0.020603253,0.2716348,0.38582808,0.25647318,-0.7372927,-0.02449047,0.0005501451,0.4090482,0.37478197,0.011129881,0.20564985,-0.103306346,-0.14659771,0.008885002,0.28918162,-0.21510696,0.107025065,0.074795835,-0.61764914,0.1240654,-0.1535945,0.2634441,-0.28771996,-0.43043154,0.40776646,0.23777582,-0.06948889,-0.3067631,-0.3532951,-0.16587453,-0.31887186,0.14330171,0.37024054,-0.69820476,-0.03810679,0.10892171,-0.22281756,-0.15351586,0.26939848,0.16004531,0.20527418,-0.65123177,0.08132096,0.42540494,0.21462215,0.04384321,0.1579055,0.42854008,-0.031426854
OAS1_0283,-1.0471534,-0.0073752715,-0.3411004,-0.29225838,0.86345404,0.2576393,0.5720935,-0.63224196,0.0064201164,-0.26312548,-0.21986265,-0.32733366,0.20437062,0.16359311,-0.043443505,-0.008807627,0.034078363,0.5822757,0.20187008,-0.41955623,0.42531076,-0.036420714,-0.15830941,-0.09948182,-0.74788594,0.24848187,0.8651452,-0.035738017,-0.07689167,-0.024376253,0.13327576,-0.36807534,0.33056054,-0.21597098,0.11907456,0.19685924,-1.0282799,-0.30464056,-0.0952344,0.13736907,-0.57569534,-0.01639449,0.5879202,0.026150588,-0.5504742,-0.3370325,0.0057939333,-0.28607476,0.4355576,-0.074152365,0.09075887,0.4388036,-0.060420293,0.6777181,-0.058507755,-0.2334317,0.42052796,-0.29209065,0.4703136,0.2936664,0.336129,0.48131073,0.26680738,0.09095595,-0.49610838,0.10017476,-0.25688705,0.5370677,-0.17763157,-0.116212666,-0.31661806,0.10269078,-0.18641984,-0.16580747,0.2541679,-0.026004432,-0.049102023,0.39819416,-0.10453583,0.3192143,0.11056994,0.08384257,0.11714037,-0.14467192,0.14250164,0.26516873,-0.1966872,-0.2639336,-0.34200826,-0.38869014,-0.0837386,-0.11819665,0.530584,-0.12010822,0.45894012,-0.5602267,0.13697214,0.101157755,0.23882245,0.4441701,0.4772077,-0.15787366,0.21250615,-0.51103914,-0.29920748,-0.039975222,0.11897506,-0.14896598,-0.1827534,0.2696666
OAS1_0284,1.0880172,-0.6231732,-0.8351,0.48902705,0.7420127,-0.2725344,-0.36531886,-0.5791967,-0.25239944,-0.3542273,0.21550156,0.099605665,0.10558114,0.010407874,0.20567599,-0.10565741,0.6947176,0.58491415,-0.8945886,-0.3492048,-0.19432195,0.07856293,-0.9613996,-0.10691015,-0.00038070278,0.072983325,-0.21966174,-0.2559862,-0.43077096,-0.054000784,-0.35318476,0.84858984,0.29290676,0.16019878,-0.4430957,-0.4730469,0.30809325,0.10758964,-0.17963178,0.4348164,0.098285675,-0.012450542,0.03067444,-0.49603704,0.62478966,-0.20046301,0.04719139,-0.3389097,0.32992575,0.13802512,-0.19847476,-0.46920758,0.25670245,-0.16939627,-0.7768397,-0.052350815,0.5248488,-0.3527293,0.12245672,0.13668454,0.20593242,-0.1224865,0.26048252,-0.092299305,0.13360076,0.4417219,0.22107123,0.25889593,0.07107758,0.5722501,-0.23887894,-0.45667848,0.12912016,-0.33004746,0.19704,-0.23262607,-0.2762865,0.09641601,0.33131385,0.4953471,-0.005863553,-1.0106606,-0.29497507,-0.2608243,-0.32206106,-0.17988454,-0.02058736,-0.040821295,0.4017777,0.07095535,-0.51570994,0.31826788,0.37780055,-0.06693655,0.7180664,-0.6913679,-0.06834189,-0.06086204,-0.4066045,-0.3817381,-0.085139476,-0.14393108,-0.48435822,0.21454282,0.027893547,0.35844567,-0.028223997,0.31592408,0.04697607,0.028521497
OAS1_0285,-1.170223,-0.38784277,0.89090526,0.62993973,-0.092298165,0.0894011,-0.05733509,-0.03687256,0.80610734,-0.39665583,0.9000226,0.08420869,-0.10156578,0.31259856,-0.13413697,-0.02070879,0.13307194,0.69612813,0.24239632,-0.030015694,0.21400318,0.011098004,0.03867807,0.7346093,0.13767102,0.4841326,0.03398141,-0.036780786,-0.3817178,0.18688583,0.30603516,0.3728284,0.24357586,0.2447516,0.09561222,-0.32103887,0.2955981,-0.40721816,-0.2942377,-0.1926928,0.36225754,0.06451828,0.078432135,0.16821487,0.16676763,-0.48054478,-0.2904752,-0.31536436,0.4333016,-0.0958283,0.74133307,-0.07653552,-0.008132207,-0.28595892,-0.26873556,-0.105212174,-0.10234521,0.27933222,0.011181617,0.018904144,-0.26908803,0.369034,0.39370397,0.21602786,-0.3089757,-0.15340583,-0.5237129,-0.01648203,0.57074374,0.08891955,0.1987229,0.25312355,-0.2963258,0.01807612,-0.42046604,0.11730953,-0.30699563,-0.036291357,-0.0013099333,-0.14931771,0.16286679,-0.3525096,-0.46936876,-0.6481576,-0.013597955,0.123564996,0.1977258,0.13541667,0.62097085,-0.3112341,0.37030146,-0.2898508,0.16530639,0.44698048,0.5163775,-0.08377778,-0.12764901,-0.116197236,-0.53758496,-0.1883021,0.13214548,0.22556914,0.39686185,-0.46273887,0.060996994,0.43506676,0.42571813,-0.04741324,-0.0022915038,-0.5593976
OAS1_0286,1.9411235,0.2597961,0.6186687,-0.335481,0.063042395,1.3795162,-0.48407197,0.03859678,0.30235207,-0.2923353,0.00021402985,1.0132017,-0.08524377,-0.5707655,-0.5228461,-0.25117612,-0.36678222,0.74211174,-0.26021963,0.51909846,0.75649166,0.54471993,0.38163,0.025852177,0.28032982,0.040387608,0.20713474,-0.41479564,0.26261443,0.28193277,0.06922937,-0.32822192,-0.11226938,0.33807072,-0.15380071,-0.13734765,1.0948089,0.4695017,-0.38989252,0.123318285,0.31673864,-0.28510845,-0.12752292,0.05225436,0.23761001,0.43846393,-0.10670092,-0.14435875,0.1566528,-0.6293428,-0.18828897,0.10201711,0.21598473,-0.27624136,0.08799269,-0.06585691,0.24574392,0.5176698,-0.2498771,0.2820631,0.14235537,-0.50192964,0.62894726,-0.21167457,0.40974072,0.27430758,0.029192066,-0.34285766,-0.29262194,0.020071693,-0.21486464,0.072007135,-0.23833023,-0.14260326,0.07998451,-0.33122966,-0.53126675,0.41541913,-0.51882535,0.23455471,0.7154142,-0.55568385,0.37153175,0.13667095,0.22492498,-0.32782644,-0.07541628,0.7714317,0.20809631,0.08408081,0.6040763,-0.08650357,0.33333665,-0.17985477,0.24527581,0.0469033,-0.05191931,0.41441894,0.08571837,0.11288023,-0.072865605,-0.008019589,0.15107182,0.32579643,-0.087035805,-0.1389111,-0.39613876,-0.3268212,0.004099048,-0.10809363
OAS1_0287,0.010901943,-0.13102849,0.28066522,-0.78049904,1.9151638,0.64524776,0.43859628,0.715291,-0.4279673,0.35110003,-0.8680434,0.22191906,0.922897,0.083611034,1.2329961,0.08256094,0.097177796,-0.7157978,0.008092431,0.7955925,-0.39095703,0.12829082,0.4793769,-0.11701175,0.1432566,-0.2833185,-0.042316776,0.43334955,-0.7663674,-0.33904716,0.019296143,-0.4060158,-0.29871613,-0.2645633,0.014650068,-0.58796424,-0.21706033,0.041906722,0.20804231,0.3476744,0.5045145,0.46235177,-0.058843635,-0.43933588,0.23847955,-0.29930645,-0.45232525,-0.10102576,0.36648217,0.4442058,-0.22205706,0.037923872,0.19054487,0.12090284,-0.20056938,-0.4235748,0.5254014,-0.038534883,0.15381679,-0.032756753,0.044106185,0.47410712,-0.03328759,0.44783577,-0.009071491,0.28306115,0.13178879,0.24693562,0.5501229,-0.47235033,-0.2850041,-0.13494036,-0.36593154,-0.32623634,-0.45884448,-0.14250314,-0.518946,-0.20342161,-0.39740828,0.21049732,0.0018549266,0.05506411,-0.2625441,-0.003605277,0.8476508,-0.63501996,0.19266522,-0.16568847,0.5692282,0.22405471,0.63268584,0.2984514,0.3538485,0.21930426,-0.15965416,0.02126591,0.14823653,0.22308932,-0.041268714,0.22646108,0.29938766,0.13717404,0.19635764,-0.077609606,0.8124893,-0.2615506,-0.028876932,-0.13068752,-0.12405893,-0.25974193
OAS1_0288,1.036249,0.18101853,0.75297636,0.14259858,0.49391022,-0.23256175,-1.1726015,-0.10650578,-0.061726414,-0.42254782,-0.37905526,0.6764754,-0.28406137,-0.72171646,-0.100570515,0.5498802,0.09907669,0.184991,0.2873043,-0.60487396,-0.06373339,-0.2889369,-0.4809379,-0.2869673,-0.44701332,-0.07106176,1.0042917,-0.57298785,0.014106765,-0.4292442,0.36975542,0.59866536,-0.17137088,-0.23508112,0.16630962,0.5007468,0.5795795,-0.1410239,0.51615614,-0.42766055,0.40513834,-0.47682557,0.28248253,-0.016570397,-0.45812777,0.049699698,-0.2864327,0.32090217,-0.3295172,0.26839384,0.31168535,-0.2918241,0.273737,0.18293768,0.30953845,-0.22515847,0.14472221,0.40213078,-0.35893822,-0.44836128,0.280407,0.35393828,0.008397472,-0.09320852,-0.0012325135,-0.37391776,0.57958233,-0.4232753,0.14259881,0.025335494,0.6574147,0.3485446,-0.9543114,-0.08964989,-0.092601776,-0.36184788,0.24680117,-0.05038913,0.07512433,-0.3013727,-0.05112362,0.18726936,0.29528263,0.26583335,-0.10174797,-0.16710982,0.26921052,0.20202126,-0.1779454,0.113881454,0.3429675,0.48013902,0.35151553,0.10610188,-0.08610021,-0.3031839,0.49003524,0.5098723,-0.09481254,0.003797235,0.2294716,-0.29853377,-0.2852011,-0.30929127,-0.2296033,0.05810065,0.21128203,0.29811782,-0.06582489,0.013282702
OAS1_0289,-0.47420228,0.8558671,0.5708737,0.796021,0.047389314,-0.8415762,0.2080093,1.3028558,-0.2841091,-0.023473065,0.24627809,0.403835,0.001046324,-0.040063597,0.5931878,0.5067799,-0.99894327,8.296126e-05,0.07236834,-0.7182739,0.54483676,-0.5203863,-0.15154131,0.07713694,0.006502589,0.306355,0.2261095,-0.11071239,-0.5127805,-0.009401936,0.14258063,-0.14949991,-0.5781855,-0.06168908,0.7287345,-0.14926875,0.26279908,-0.34760058,0.64681673,0.5172552,0.14844237,-0.14995308,0.11709517,-0.07629498,0.32018533,-0.09331486,0.014179773,-0.009887307,0.5162803,-0.13566992,-0.42385238,-0.0033207617,0.667131,0.24455978,-0.22815572,0.12267819,-0.3542882,-0.02672359,0.16407946,-0.47003633,-0.50246274,0.012414608,0.4632996,0.2570139,0.22931494,-0.0038591113,0.6562645,-0.12055538,-0.5128368,-0.048886463,0.046174467,0.031047342,-0.13507006,0.3597424,0.38358065,0.19151953,-0.4904267,0.12576337,-0.21803251,-0.112075865,0.21900764,-0.2583583,-0.11546727,-0.59768766,-0.18868078,0.0773196,0.05531616,0.43852687,0.2766278,0.14371556,-0.062546864,-0.38155943,0.47448474,0.1987618,0.18065497,0.15856086,-0.36926448,-0.38483992,0.073236555,0.31823313,-0.27753183,-0.3982313,-0.016462058,0.19694239,0.11606479,0.03330523,0.41389173,0.07590093,-0.035117313,-0.10639148
OAS1_0290,1.5174415,0.022426935,0.13906702,-0.5592249,0.21746856,-1.1769294,0.17350417,1.0537882,-0.41325682,-0.58780044,-0.25990114,0.11903125,-0.3674644,0.042202603,0.4250694,0.6870523,0.24522854,0.07426827,-0.3805825,-0.47396305,0.05225448,-0.1726509,-0.22455396,0.13545763,0.12585711,-0.22290856,0.9182814,0.35524577,-0.12031753,0.009631943,0.6925394,0.36421654,0.07855833,1.0420884,-0.65615445,-0.013003706,0.68080527,0.6708501,0.44417408,-0.15201908,-0.72169495,0.3719078,0.31957567,0.5723526,-0.2633615,-0.5103868,-0.0023813662,-0.43138552,-0.18844321,-0.16086565,-0.3517004,-0.7214848,-0.29658902,-0.064173065,0.6160321,-0.24298415,-0.6188173,-0.07934831,-0.3177168,-0.17552231,-0.052538205,-0.37636432,-0.03451137,0.016612424,-0.44066048,0.07302901,-0.09998051,-0.18357092,0.05872057,0.39825407,0.13520855,-0.003401331,-0.36420533,-0.22802846,0.33081186,-0.09344566,-0.19993101,0.19920479,0.23404469,0.13002525,-0.23315805,-0.20200618,0.45460996,0.013628224,-0.0315259,0.11062462,-0.13669339,-0.037611905,-0.46465558,-0.3974158,0.40461558,0.06979398,0.26960677,0.084844366,0.20361336,-0.19758044,-0.36977372,-0.10262689,-0.19278333,-0.2480172,-0.3244253,0.404535,0.34326935,0.4446903,-0.44946665,-0.10405462,0.08761823,0.43285188,-0.29536664,-0.565641
OAS1_0291,0.64914554,-0.20115423,0.7402447,-0.06883857,1.2562976,0.09296794,-0.23510899,0.25358352,-0.06567039,-0.32121122,-0.19298904,0.2917258,0.49633873,-0.20587526,-0.46551347,0.94608593,0.26780057,-0.23512834,-0.5441778,1.1057682,0.2614038,0.048446774,0.5759919,-0.75719196,0.6364013,-0.38342234,0.28410682,-0.029270455,0.10119473,0.12789717,-0.25082362,0.25251853,0.12406126,0.115014374,0.18891051,0.13799307,-0.40608785,-0.42989355,0.24279761,-0.253047,-0.3052418,0.5788383,0.16154656,-0.7175768,0.34028953,0.54400593,0.45608294,0.36889935,0.30831346,0.1538017,-0.18450972,0.6215186,0.3189248,0.0675272,-0.039655335,0.6695826,-0.7668966,-0.097778,-0.2869686,0.48858854,-0.53582495,0.5779559,-0.13649532,-0.26520208,-0.1412494,-0.19694221,0.24831915,-0.5547485,-0.0041955686,-0.2132682,0.47866753,-0.48743725,0.22626816,0.31583998,-0.14778449,-0.17150271,0.25854465,-0.16976404,-0.41880646,-0.0080067925,0.21260941,0.32996798,-0.38192308,0.37012097,0.13796689,-0.2496585,0.10767905,-0.28059098,0.05738744,0.29860964,0.24183019,0.14321877,0.5996931,-0.67235947,0.39429194,0.44528127,-0.22420304,-0.49210712,-0.2767162,-0.5841133,0.123523034,-0.0155743435,0.4697444,0.16579837,0.019204987,0.23943856,0.0054778247,0.16834465,0.11496417,-0.11465485
OAS1_0292,0.124215655,1.0101216,0.102329105,0.5710843,-0.7698027,0.5560947,-1.0287861,0.1352322,0.17888044,-0.56758624,-0.8025461,0.068677224,-0.2557695,-0.10885393,-0.72935194,0.30615026,-0.095151,-0.15943196,-0.71177727,0.24844544,0.07853227,-0.27413827,-0.27435717,-0.37077913,0.38250646,-0.10771743,-0.2696723,-0.653457,-0.4073746,-0.09499505,0.23981711,-0.108078405,0.33180678,-0.46030098,-0.30777916,-0.008816868,-0.4414391,0.32898465,-0.21361978,0.5832889,-0.34737542,-0.2736756,0.39805672,-0.046852183,0.26448432,-0.16236524,0.08104847,-0.21844146,0.10835695,-0.20008168,-0.41170037,-0.2627501,0.58101916,0.5671797,0.5215949,0.2290327,-0.041385427,-0.5543912,-0.5102117,0.2074306,-0.08005605,0.3707277,-0.115614265,0.5990261,0.06736355,0.03322329,-0.579887,-0.30981174,0.14343974,-0.6734896,0.69423085,0.5347985,-0.12324332,-0.45066062,-0.08777797,-0.12076254,0.25156957,-0.13087079,-0.6106826,-0.059693903,0.25803977,0.05837748,-0.54995406,0.05053005,-0.17342813,0.22889091,0.29615024,0.19188014,0.069977984,-0.07819656,0.1994688,-0.04619534,-0.15203254,-0.23679027,0.30852363,0.24828795,-0.09590018,-0.05791853,-0.3175716,-0.17097989,-0.044380043,0.07852364,-0.5392945,-0.046677317,0.4326955,0.18742743,-0.15402883,-0.51631016,-0.20092475,0.18834066
OAS1_0293,0.56460655,0.6385848,-0.41191554,0.4847362,0.5090046,-0.13963217,-0.2535428,-0.18689643,-0.072821826,0.80138826,0.5409839,0.15685743,0.12569623,-0.26733667,0.450021,-0.4131827,0.6159569,0.45982933,0.067928724,-0.7174502,-0.19079101,-0.3157758,0.1971685,0.40198094,-0.89159197,-0.8791863,0.024569318,-0.05034092,-0.53877175,0.40162444,0.88570577,0.22317193,0.14693436,-0.15579602,0.6281578,-0.08306872,0.13307504,-0.25435996,-0.43705288,-0.102466136,0.833085,-0.9351401,0.4323991,-0.469229,0.38763657,-0.4764574,-0.12716636,-0.14129809,0.19439249,0.047908645,0.20547377,-0.04960434,0.053654782,0.14101282,-0.13131064,0.9025621,0.15816444,-0.31909838,-0.06742995,-0.2503216,-0.15084451,0.15483718,-0.19252847,0.24039125,0.6475281,-0.08545268,0.23832408,-0.0291299,-0.45365506,0.34941036,-0.31316748,0.61380947,0.14067426,-0.4564907,-0.28647974,0.31552675,0.10623622,0.14077404,0.32592168,0.12967609,0.15772615,-0.038502797,0.37251145,0.25609848,-0.13963352,-0.1659418,-0.17243445,-0.39236033,-0.5407302,-0.116539516,-0.1574509,0.13333525,-0.07840796,0.19705503,0.10061644,0.46352926,-0.24651606,-0.16469759,0.09158136,-0.18489093,0.3753387,-0.08144188,0.27069587,-0.3379361,0.5617826,-0.08293235,0.21568817,0.28649727,-0.111836895,-0.13169545
OAS1_0294,-1.2695602,-0.34673977,-0.035460096,0.56798947,0.23261209,0.35267347,0.20996635,1.377263,0.64846516,-0.003676423,-0.05942958,-0.5867672,-0.8957932,0.27851582,-0.21214311,0.0006477837,-0.16506632,0.19042073,0.9696016,0.011384854,0.168996,0.33955246,0.34014934,0.49499193,0.16954109,0.2680166,-0.0180074,0.2937644,0.41408962,-0.26236776,0.08080807,-0.17497258,-0.4943044,0.30195192,-0.4130115,0.36037755,0.3652554,-0.20143437,-0.36906362,-0.6773105,0.17678647,-0.4156573,-0.02615154,-0.09786703,0.08637842,0.02009948,0.25866038,-0.399364,-0.26175985,0.5445693,0.008481454,-0.19678113,0.18693393,0.111866966,0.25677502,0.1382503,0.12912907,-0.41631362,-0.18405737,-0.13132675,0.040473856,0.6037208,0.1589895,-0.37790355,0.23360991,0.10270054,-0.25461066,0.8793403,0.3422671,0.020305235,-0.3710567,0.22073565,-0.43817687,-0.10600932,0.39577535,-0.2142697,0.39687678,-0.02246639,-0.3436947,-0.15930742,0.01663506,0.35789642,-0.20478272,0.095948055,0.0057425452,-0.16850515,0.3721315,0.57486045,0.2929181,0.06477406,-0.041617863,-0.29627234,0.070734255,-0.13369785,-0.2769011,0.023370884,-0.3226481,-0.26218536,0.020641265,0.21947604,-0.006556313,0.117496096,0.26099277,0.14431402,0.46119064,-0.066671595,-0.055874486,0.28110355,0.05064113,0.36222327
OAS1_0295,-0.8526829,0.28107047,-0.15923122,0.34448722,0.30062172,0.57445747,0.37348688,0.3470639,-0.32725114,0.28951576,0.061688576,-0.24008268,0.69012827,0.6256892,-0.82571864,0.31566185,-0.65831226,0.3514656,0.5744144,-0.69780093,-0.42455393,0.4932325,-0.2286834,-0.43908787,0.6803962,0.08840937,0.029015718,-0.30175853,0.3579623,0.31577346,0.51193655,0.49826717,0.35499302,0.083823174,-0.4109037,-0.10933383,0.048525084,0.33000812,0.095006764,0.40508625,0.47015634,0.85991424,0.23106617,0.2721463,-0.6270729,-0.11050873,-0.46575513,0.77480054,0.28816026,0.12807493,-0.45512387,0.2701887,-0.21176527,-0.37355903,0.15889604,-0.168339,-0.24835375,-0.3158283,0.3258552,-0.06414038,-0.40397736,0.17461343,-0.60737574,-0.11497091,-0.17839076,-0.0641177,0.24901694,-0.0029466287,-0.021662287,-0.23382716,-0.20730968,-0.19475465,0.21117051,-0.1579279,-0.7465198,-0.27543297,0.26634005,0.0868493,0.22901072,0.24515173,-0.040763807,-0.5790121,-0.16828543,-0.2785023,-0.35419324,0.07000583,-0.14425205,-0.031337157,0.041919865,-0.038062155,-0.011008538,-0.06225822,-0.1440292,-0.24610308,-0.11228832,0.26301223,0.0647572,-0.008034256,-0.343546,0.17168088,-0.14250897,-0.2763628,-0.09502761,0.15511581,-0.33594126,-0.1275781,-0.37997398,-0.46841407,0.059496675,0.25693613
OAS1_0296,-0.41606247,0.12306342,-0.19879636,0.051695596,0.5146582,0.41603535,-1.020228,0.31632704,-1.5074831,-0.41051272,-0.07151402,0.73492444,-0.28203893,0.8478462,-0.63887805,0.03244713,-0.5010332,0.42662656,0.5256158,0.3298923,-0.06860538,-0.45917395,-0.037206415,0.09442819,-0.24799865,0.50585353,0.124306135,-0.46222538,-0.8651906,0.50131583,0.33916593,0.494167,0.14208953,-0.064277716,0.037149627,-0.4316066,0.12135094,-0.017738678,0.15571725,-0.6841617,0.25053558,-0.07795106,-0.064736396,0.37519678,0.18272085,-0.2613464,0.3647608,-0.16683532,-0.0075381626,0.03971463,-0.28174153,-0.278669,0.10647408,-0.40458977,0.00208976,0.016839229,0.37910655,0.40214536,-0.3752651,0.11669288,-0.3094987,-0.25979993,0.14896312,-0.26750392,0.38528898,0.23009622,-0.13313964,-0.008544409,0.06355406,-0.24920999,-0.39576167,-0.065482855,-0.15763547,0.13369502,0.14994928,-0.23638877,0.13363919,-0.5720298,0.19905439,0.20313421,0.12978566,0.37562126,0.3523417,-0.0814616,0.27779815,0.14448954,-0.055114828,-0.13054319,0.29492366,0.22859012,0.055734113,-0.15693152,-0.3000836,-0.16342449,0.075700656,0.45733145,0.019750793,-0.35723403,-0.09087492,0.37750185,-0.2254096,0.23683366,-0.46705514,-0.15888354,-0.15311988,-0.47802505,-0.03505285,-0.26492044,-0.2608987,-0.058664065
