patient_id,gfc_tra_PC1,gfc_tra_PC2,gfc_tra_PC3,gfc_tra_PC4,gfc_tra_PC5,gfc_tra_PC6,gfc_tra_PC7,gfc_tra_PC8,gfc_tra_PC9,gfc_tra_PC10,gfc_tra_PC11,gfc_tra_PC12,gfc_tra_PC13,gfc_tra_PC14,gfc_tra_PC15,gfc_tra_PC16,gfc_tra_PC17,gfc_tra_PC18,gfc_tra_PC19,gfc_tra_PC20,gfc_tra_PC21,gfc_tra_PC22,gfc_tra_PC23,gfc_tra_PC24,gfc_tra_PC25,gfc_tra_PC26,gfc_tra_PC27,gfc_tra_PC28,gfc_tra_PC29,gfc_tra_PC30,gfc_tra_PC31,gfc_tra_PC32,gfc_tra_PC33,gfc_tra_PC34,gfc_tra_PC35,gfc_tra_PC36,gfc_tra_PC37,gfc_tra_PC38,gfc_tra_PC39,gfc_tra_PC40,gfc_tra_PC41,gfc_tra_PC42,gfc_tra_PC43,gfc_tra_PC44,gfc_tra_PC45,gfc_tra_PC46,gfc_tra_PC47,gfc_tra_PC48,gfc_tra_PC49,gfc_tra_PC50,gfc_tra_PC51,gfc_tra_PC52,gfc_tra_PC53,gfc_tra_PC54,gfc_tra_PC55,gfc_tra_PC56,gfc_tra_PC57,gfc_tra_PC58,gfc_tra_PC59,gfc_tra_PC60,gfc_tra_PC61,gfc_tra_PC62,gfc_tra_PC63,gfc_tra_PC64,gfc_tra_PC65,gfc_tra_PC66,gfc_tra_PC67,gfc_tra_PC68,gfc_tra_PC69,gfc_tra_PC70,gfc_tra_PC71,gfc_tra_PC72,gfc_tra_PC73,gfc_tra_PC74,gfc_tra_PC75,gfc_tra_PC76,gfc_tra_PC77,gfc_tra_PC78,gfc_tra_PC79,gfc_tra_PC80,gfc_tra_PC81,gfc_tra_PC82,gfc_tra_PC83,gfc_tra_PC84,gfc_tra_PC85,gfc_tra_PC86,gfc_tra_PC87,gfc_tra_PC88,gfc_tra_PC89,gfc_tra_PC90,gfc_tra_PC91,gfc_tra_PC92,gfc_tra_PC93,gfc_tra_PC94,gfc_tra_PC95,gfc_tra_PC96,gfc_tra_PC97,gfc_tra_PC98,gfc_tra_PC99,gfc_tra_PC100,gfc_tra_PC101,gfc_tra_PC102,gfc_tra_PC103,gfc_tra_PC104,gfc_tra_PC105,gfc_tra_PC106,gfc_tra_PC107,gfc_tra_PC108,gfc_tra_PC109,gfc_tra_PC110
OAS1_0264,0.7923644,-0.24785379,-0.23298459,-0.8203261,0.59258455,1.0724415,-0.21984045,-0.69613016,-0.28077242,0.22875814,0.06666826,0.8655607,0.6596937,0.51051074,0.02137024,-0.85435987,-0.4599672,-1.151383,-0.016694363,-0.33262104,0.19492064,0.26863816,-0.04287574,0.22455749,-0.10928157,-0.54061455,0.47984824,-0.38578996,0.4064123,0.34777877,0.07326218,0.30353132,-0.02694357,0.030349063,0.17954001,-0.01037223,0.3419292,0.8193558,0.38968602,-0.49509138,0.019201413,0.10824832,0.17226526,-0.65312123,0.21103968,-0.0061481637,-0.30500197,0.2560649,0.1359325,0.15523106,-0.18711087,0.49384218,-0.8322195,-0.67270136,-0.37362245,0.6143024,-0.32763755,-0.2862729,-0.025114724,0.68924975,0.23053372,-0.402193,-0.74609697,-0.49027124,0.5854966,0.3000862,0.33336213,-0.22715834,-0.05709091,0.55015033,0.33060494,-0.13279504,0.11421757,-0.6287416,0.55381465,-0.27129334,-0.50367975,0.8112413,0.009104642,0.12526956,-0.47824678,0.6649852,0.51127577,-0.1827173,-0.05055332,-0.20118564,-0.7511972,-0.22966582,0.36912614,-1.1678152,-0.4119191,-0.5764309,0.12834366,0.28263387,-0.26828426,0.4578816,0.043298412,0.043802723,0.026696334,-0.27233413,0.21377857,-0.014296409,0.13046782,0.05836935,0.2596462,-0.28546405,0.07083296,-0.43759954,0.03143445,0.1012052
OAS1_0265,0.7027054,0.056484025,-0.7077263,0.70454735,-1.0288664,0.056751266,0.24648184,0.09144104,0.48311746,0.50365484,0.78940517,1.4777762,-0.2787175,0.02868328,-0.090998314,-0.20560546,-0.029166348,0.20493792,-0.35008013,-0.31125566,0.09775134,-0.45037004,-0.5404044,0.13141875,0.17350869,0.13361241,-0.6783404,-0.9036933,0.776516,0.08577048,-0.24143624,-0.11233864,0.083601594,-0.26068187,0.22202992,0.46831003,0.50700796,-0.12711541,-0.75935256,-0.27051267,0.24669018,-0.037500262,0.5852153,-0.07718881,0.3360218,-0.061331153,-0.4865346,-0.35521817,-0.38863516,0.9073776,0.12066083,0.81442106,0.21661258,-0.4234194,-0.1664046,0.13914163,0.5239467,-0.08619064,-0.45700195,-0.61831135,0.06728641,0.03453774,0.38886824,0.67693824,-0.42025402,0.07737948,-0.36847845,0.19962215,-0.3026681,0.34458545,-0.09061767,0.07452964,0.48936543,0.29257447,-0.15172823,-0.43247086,0.48734465,-0.40084875,-0.019170063,-0.3180165,0.44586462,0.35601133,-0.044976197,0.040513653,0.39666027,-0.18156575,-0.28235808,-0.20297518,-0.037832484,-0.29496688,0.23159309,0.26786643,-0.3096798,-0.22388957,-0.093995824,0.27349472,-0.28522077,-0.27882922,0.07213036,-0.45540434,0.2171223,0.15382953,-0.005484994,-0.034207106,-0.20408276,-0.1680323,0.10979617,0.03998127,-0.4473139,0.18833077
OAS1_0266,-1.7318071,0.41937634,-0.4198662,-1.0812448,-0.40378824,1.1121968,0.1728119,-0.23231529,0.6129534,-0.97942394,-0.6381569,-0.77773905,-0.19490333,0.08471381,-0.14225194,-0.9799606,-1.4216123,0.86916196,-0.2293334,-0.31456694,0.03655339,0.33313328,-0.8985791,-0.6330686,-0.46684393,0.3658291,-0.778441,-1.0178757,-0.18091872,0.41930372,0.615657,0.4525633,0.86407,0.18230033,0.313828,0.29784858,-0.45224127,0.21871059,-0.3078023,-0.14530261,-0.50470495,-0.4480815,-0.24226591,0.71160835,0.058336563,0.31635892,0.44528195,0.016037982,-0.010041689,0.46840793,0.11840808,0.15184876,0.26451787,-0.33373746,0.17403857,0.15974945,0.66961193,0.34543228,0.28668675,0.20774755,0.29252636,0.103082865,-0.46904978,-0.031588577,-0.36077273,0.049046528,-0.9131062,-0.15561241,0.014033139,0.1668896,0.12770118,0.261115,-0.11911006,0.19495127,0.7167052,0.33993787,-0.41000804,0.14761186,0.07980072,0.54652673,0.3199382,-0.34690082,-0.6876421,-0.24116354,0.06432965,0.4233231,0.2176327,-0.21551917,0.20524482,-0.34171945,-1.0528595,0.06642722,0.08812718,-0.3675566,0.2250195,-0.94230664,-0.30987397,-0.8046392,0.4591439,0.20860703,-0.19109114,0.19082245,0.61865747,-0.045637723,-0.010137355,-0.18793933,-0.59145385,-0.42455512,-0.13415822,0.21844827
OAS1_0267,-1.1261771,1.5430665,-0.8563298,0.9101701,0.22090834,0.10097282,0.54240716,0.8161612,-0.2560837,-0.694277,-1.2608252,0.11743825,-0.41103905,-0.84574944,-0.4322784,0.1743091,-0.3949891,0.70979714,0.024157263,-0.12685955,-0.5879037,-0.09887813,-0.381717,0.55105364,-0.12324142,0.6172585,1.196913,0.1302203,-0.6276721,0.32296002,-0.07335653,0.20409127,0.5924381,-0.15238282,0.43674147,-0.23546174,-0.014989615,-0.64026475,-0.026516074,0.11587459,-0.4512505,-0.77935237,0.27720797,0.07011151,0.40576896,0.29062733,-0.3540627,-0.34305474,-0.2787986,-0.03892332,0.015830586,0.23834825,0.27535367,-0.1562137,0.45323125,0.074701,-0.29690963,-0.04961925,0.40845245,-0.004672585,-0.42978588,-0.5287094,-0.11601225,0.40592742,-0.54311657,-0.5719909,-0.18037274,0.3216769,-0.53193766,-0.03246857,0.098792255,-0.5525358,-0.43264782,0.15963021,-0.24559662,0.25975838,-0.15186477,0.17244941,0.13780718,-0.21832584,0.054093823,0.16432248,0.3883605,0.002830741,0.40408143,-0.25898898,0.046087448,0.117437005,0.21826406,-0.1680178,0.18149011,0.17504826,0.22078328,0.40118146,0.010084232,-0.50517285,-0.1574571,0.21694969,0.6765459,0.13520585,-0.14999203,-0.37981847,-0.6599548,0.9185109,-0.020967448,0.74299574,0.2547906,-0.08076275,0.24238978,-0.1481226
OAS1_0268,-1.4527318,1.5933319,-0.10666682,-0.42237684,0.2670723,-0.9093677,0.04293988,0.6609665,0.88825065,0.21889809,-0.9930215,0.28976333,-0.80041337,-0.45159236,-0.37066126,0.1285802,-1.1264678,0.11414706,0.7489569,0.10351737,0.15858361,-0.11614264,0.5701319,0.46399772,0.56631535,-0.0032905256,1.0730114,0.07765813,-0.059231095,-0.507588,0.1996331,-0.5485007,-0.35109568,0.381691,0.028357424,-0.30683953,0.009420129,-0.17860112,-0.69408,0.66523737,0.13011196,-0.13056102,-0.34449583,-0.054577053,0.26383248,-0.12580769,-0.53104913,-0.5455008,-0.13113666,-0.17027451,0.11927321,0.29597315,-0.41115654,-0.3474787,0.22877602,0.0048544193,0.18667778,-0.37861025,-0.12413904,0.25894168,0.32296735,-0.10202333,0.39233896,0.2803048,0.13726568,-0.1330302,0.31209502,-0.16682707,0.3349255,-0.16903242,-0.19361573,-0.32212105,0.5590538,0.0104933325,0.028920315,0.43230602,0.11222648,0.22889723,0.08990867,-0.12279086,-0.11460621,0.13252375,0.40597725,0.05700509,0.34477404,0.4735434,-0.77130055,-0.19765013,-0.49568605,0.2040981,0.04318891,0.37863803,0.15731014,0.085259944,0.0050211367,-0.24811386,-0.15187314,-0.2002194,-0.07699746,-0.14816828,0.41519755,-0.6917849,-0.026812233,0.35434186,0.069341876,0.13176543,0.19282949,-0.3447898,-0.58010066,0.022952383
OAS1_0269,-1.4915022,-0.84200275,0.3462023,-0.012772387,0.8668323,0.23864038,0.42662963,-0.89622843,0.90267015,0.30460918,0.22809878,0.9534183,0.33899814,-0.77293324,-0.0054747625,-0.97602373,-0.013904451,-1.022597,-0.8811629,-0.21396635,-0.5521455,0.91535246,0.53301716,-0.1901407,-0.09966863,0.4438997,0.14746325,-0.5029568,-0.3325682,0.15962984,-0.7617917,0.47097665,0.10320109,0.015996708,0.2775748,-0.118759364,-0.50332075,-0.26069048,0.17897698,-0.2123741,0.6493176,-0.5222449,1.1671336,0.44037926,-0.6845211,0.16536768,-0.86167514,-0.14045848,0.28842452,0.031951398,-0.1746826,-0.59565157,0.7450691,0.077614106,0.69186485,0.14906396,0.23450507,-0.24728449,0.13702534,-0.185462,0.6629569,1.255268,-0.0047781547,0.42751977,-0.06456091,-0.69598854,0.24545053,1.3140348,0.4564294,0.46642292,0.73110926,-0.6289203,0.44884667,-0.65434533,0.97894216,0.10881566,0.08025432,0.41610277,-0.036034334,-0.13565306,-0.55538356,-0.4229625,-0.6060315,-0.37364396,-0.021207409,0.23980427,-0.22900711,-0.43196347,-0.13224277,0.12682837,0.36617017,-0.46681,-0.09514368,-0.07954694,0.26008305,0.5477661,-0.1458663,0.46711618,0.75771314,0.033860218,-0.09446249,-0.11894232,0.28142914,0.49255157,-0.24487613,0.48432824,0.2713231,-0.19940564,0.37521994,0.13527343
OAS1_0270,-1.0170358,-1.7301115,0.7072204,0.84605384,1.3406965,0.090197876,-1.2292963,0.31441027,0.54279274,0.8517832,0.68619895,-0.222068,-0.26836863,-0.6063083,-0.065338016,0.6144741,-0.4306092,-0.63333213,0.034682926,-0.16433263,0.114371866,-1.2721678,0.38106087,-0.28991842,0.45590734,-0.28954676,-0.07526694,-0.02182817,0.3796683,0.35094473,-0.8046886,-0.5716717,0.04153568,-0.15344022,0.3369182,-1.197571,-0.20278963,0.42935938,0.017205592,0.38703462,-0.100675546,0.40445742,0.047831055,-0.48393747,0.44380796,-0.0937749,-0.63751423,0.06029703,0.108868815,-0.58265615,0.71574205,-0.19421062,-0.1470547,-0.69207215,0.5005263,-0.5025798,0.4438868,0.033000708,-0.10000405,-1.2733941,-1.1426622,-0.05576421,0.22066139,-0.05539633,-0.25441322,0.5180818,0.014906259,-0.10284278,0.09283277,1.0617379,-0.15046892,0.37558782,0.7063767,0.40328997,-0.690142,0.6310913,0.0042083757,0.7744563,-0.3589233,-0.24559517,0.10999586,-0.11597683,-0.35875136,-0.3259803,-0.6611643,0.014804547,0.50079423,-0.33805782,0.13556026,-0.4381508,0.34801072,-0.048075866,0.9072427,-0.30160224,0.24467553,-0.039565396,0.71979237,0.411026,-0.6925353,0.20829272,-0.23118237,0.26663718,0.058402486,-0.12810306,0.45560542,-0.051669125,-0.33239555,0.19471008,0.34907025,-0.07300637
OAS1_0271,-0.694644,0.8001851,-0.08850332,0.005985404,-1.3851057,-0.951554,-1.1520141,-0.25779897,0.5047687,0.027686968,-0.86092746,1.029789,-0.15034026,-0.50903094,0.0031975412,-0.19736049,-0.82597685,-0.47230637,-0.041644294,-0.21364714,-0.102587536,-0.32717085,0.25818813,0.6302762,-0.052094977,0.79115945,-0.39442697,0.65221757,0.34612045,0.5904528,-0.031439137,-0.26058096,0.07209742,0.40283668,-0.019279223,0.14544603,0.27015305,0.34323302,0.086236805,-0.17870116,0.34534395,0.2959145,0.051116645,0.18821117,0.7431079,-0.17712444,-0.046482645,-0.14237766,-0.29900372,0.16478217,-0.620309,0.011831312,0.24995421,-0.14800993,-0.4630501,0.7540795,0.4375475,-0.7843359,0.41054967,0.1983308,-0.26454693,0.23213843,0.21668471,0.009315307,0.19206713,-0.050628413,0.37742677,-0.11353703,-0.84302014,0.5610235,0.30449754,-0.6592958,-0.26067483,0.5153873,-0.31825382,-0.54366225,-0.32673714,-0.30665383,-0.055729486,0.120847695,0.4110065,-0.1175646,0.06889815,-0.6779867,-0.17651749,0.3292209,-0.53169394,0.06795336,-0.6366404,0.10986683,-0.41695404,0.06957276,-0.3218653,-0.29225752,0.110474095,0.44207308,0.047589924,0.15797378,-0.45209518,-0.33303735,-0.6715402,-0.075688675,-0.042443216,0.24681583,0.46536005,0.40264565,-0.10559315,-0.11559687,0.11050947,0.116553016
OAS1_0272,0.062814206,-0.409592,-0.7842043,1.2018838,0.9941844,0.5233033,-0.54411894,-0.19680391,0.117765844,-0.87003803,1.0927447,0.3653491,0.27391133,-0.6049745,-0.8878044,-0.08306433,-0.0111514125,0.1313108,0.16602051,0.582536,0.45199302,-0.5521092,0.36394334,-0.13319583,-0.10427578,0.00017616579,0.11470036,0.035628542,-0.23453169,0.12017623,0.22810765,0.17470233,0.099397264,0.31785828,0.035602525,-0.68864954,0.53044003,0.46398458,-0.5364252,0.4558283,-0.38960716,0.4850539,-0.5596157,-0.033557106,0.075673364,-0.14134648,-0.041736726,-0.023322131,-0.056938007,0.5484134,-0.14381692,-0.40154138,-0.7369959,0.044681963,-0.60456693,-0.0444173,-0.07300963,0.26269364,-0.42947695,0.42188218,-0.07341947,-0.49281847,-0.11859135,0.4829377,0.69274575,-0.060458183,-0.29144365,0.16112548,0.27797458,-0.22893356,0.30478814,0.010785128,0.08482146,-0.08801276,-0.11066957,0.5676411,0.5289365,-0.6092685,0.7473926,0.3813615,0.07770448,-0.1315147,-0.00061858556,-0.1017067,0.046631686,0.26993924,0.5057705,0.19952308,0.92472404,-0.20784543,-0.3932719,0.45167506,0.017335033,0.057948735,0.47019923,-0.05612591,-0.04424259,-0.24756528,-0.14222105,0.034859225,0.27157527,0.2844891,-0.043790326,0.023627669,-0.45140347,-0.2704683,0.19193095,-0.48114014,0.058114287,0.3022139
OAS1_0273,-2.0059545,0.012487818,-0.4974252,-0.48281318,0.9421557,-0.7274388,1.0133536,-1.2209404,-0.5409631,0.59578776,1.0952435,-0.33032757,0.31932294,-0.80408996,0.018336367,0.45344558,0.6021146,-0.09844842,0.92050004,0.39942703,-0.380469,-1.1292617,0.63174933,-0.4617876,-0.21339999,0.64318806,-0.16806136,-0.27470827,0.19002928,-0.37221292,0.6154269,-0.5680717,-0.22428158,-0.011436496,-0.28226995,-0.29760873,0.119299315,-0.022102851,0.918282,0.58093214,0.6563443,0.84927046,0.2627702,-0.37721777,-0.88448393,-0.6707529,-0.43528607,-0.30822477,0.13776839,0.22445476,0.0745105,-0.13349435,0.74295056,0.41760013,0.68211776,0.032511264,0.43242267,-0.05818011,0.2215185,0.26204476,-0.19658715,-0.33764344,-0.72106075,0.59579176,0.2523269,0.15875058,-0.46673062,-0.15448418,0.28679892,-0.40020534,0.42008296,-0.9823964,-0.78120935,0.032096736,-0.62185127,0.91659105,0.26758915,0.39536655,0.562934,-0.14572723,-0.1756718,0.34564745,-0.63880396,0.1790794,0.053043004,-0.2608894,0.3139653,-0.4401778,0.3088219,0.11935654,-0.5043951,-0.23309223,-0.027054125,-0.22349657,-0.088829994,0.30960894,0.025823677,-0.63754296,0.16854748,0.01779041,0.14788678,0.3867449,0.20820962,0.22312035,0.1774549,0.44911218,-0.3713004,-0.15281129,0.19691536,0.01181851
OAS1_0274,0.7783333,-1.0211589,-0.33504766,-0.47959855,0.53427947,-0.40204346,-0.061947074,-0.1386194,0.45708436,0.26943222,0.8840576,-0.47252947,-0.12637337,-0.84694415,-0.45910636,0.6176043,0.85039335,0.022943154,-0.092789285,-0.3725858,-0.41148704,-0.59120464,0.03330984,-0.55746335,-0.027223784,0.7305857,-0.2500786,0.12991703,-0.46780947,0.21886957,-0.089147255,0.14983316,-0.49061206,0.056214016,-0.70896846,0.40162128,-0.85810536,0.20405519,0.07560928,0.7006383,-0.03158031,0.26471102,0.20479468,0.13021295,0.024127116,-0.43223557,0.604522,0.6583471,-0.55069757,0.0328091,0.34757134,-0.8808545,0.32671183,-0.6792056,0.45085806,-0.70863456,-0.14443186,0.023268888,0.759209,-0.2623296,0.09871866,-0.8778396,-0.12358272,-0.20402351,0.37684575,0.26175463,-0.46185958,0.08535207,-0.10756998,0.5872904,-0.64525,-0.25650653,-0.47551268,-0.5639024,-0.06742786,-0.26978004,0.14662448,0.13164565,-0.660642,-0.03068731,0.91564816,-0.07162867,0.37554425,-0.7752879,0.23608142,-0.0016866794,-0.051423218,0.09046522,0.49998137,-0.12904215,-0.3459406,-0.8403725,-0.079566576,0.17229185,0.51510185,0.15654674,-0.47633722,-0.088626675,-0.09530857,0.78300005,-0.14071125,0.14355099,0.18126191,-0.061192207,0.022731462,-0.12851554,-0.13676807,0.08508451,-0.052369446,-0.21934009
OAS1_0275,-0.5861305,-0.493878,-0.91459775,-0.62706476,0.62359107,-0.16347238,0.81644857,0.1963188,0.44875664,-1.1436225,-0.1875841,0.85081136,-0.6667688,0.7029643,0.6599748,-0.0784869,-0.4083207,-0.54251915,0.43845943,-0.19460335,0.07569427,-0.026558463,0.50647134,0.03835243,0.3381267,-0.014132846,-0.008724861,-0.07816548,0.5169546,-0.14592654,0.5008945,-0.09668668,0.07753844,-0.22895446,-0.113582164,0.15641005,-0.026372416,-0.020048546,-0.27161643,-0.65592337,-0.23262464,0.33592644,0.021871038,-0.061546065,-0.29704472,-0.4147587,0.108538136,0.6738545,-0.17458399,-0.10535697,-0.34451905,-0.9437159,0.3458539,-0.017764958,-0.14201564,0.19964226,-0.54684293,0.4498734,0.57107556,0.30877358,-0.087653056,0.24128589,-0.5477568,-0.20028785,0.5554802,0.25136924,-0.6251548,0.5838866,-0.028117204,0.23906939,-0.029461058,0.73988086,-0.7279417,-0.24011332,1.0026135,-0.5375928,0.29345593,0.26418743,-0.24619935,-0.31496257,-0.011662297,0.043724347,-0.07371087,0.74108773,0.49231133,0.27264988,0.212982,-0.100869276,-0.36954606,-0.7536328,0.5778776,-0.28332072,-0.20554312,-0.1780102,0.26489705,-0.041187037,0.2881202,0.1710222,0.43194863,-0.41413268,0.0072219507,0.17084703,-0.29320306,-0.46077168,-0.1698955,-0.26467586,-1.0825536,0.059702184,0.03272416,0.2914028
OAS1_0277,-0.6782491,0.14461198,0.18137223,-2.3409846,-0.496891,-0.11106488,-0.60785997,1.5235138,0.31990236,0.674941,0.6078971,-0.37329617,0.058370654,1.0629967,-0.2001111,-1.19684,-0.95919836,0.040329803,0.8306234,0.6663237,0.23419248,-0.08622887,0.4337234,-0.04973173,0.7123055,-0.90168643,0.64753985,-0.63771135,-0.70300084,-0.124952585,0.27127787,-0.0056570796,-0.2467819,-0.65146726,0.2732435,0.08015305,-0.35443932,-0.290878,-0.30123198,0.024817316,-0.29011047,0.08347171,0.11549722,0.68490356,-0.74290746,0.11670114,0.13572933,0.123544715,0.6408406,0.18695907,-0.35153016,-0.5371014,0.6526025,-0.029438907,0.19955653,-0.72033566,0.7006042,-0.09071128,-0.07234062,0.45223024,0.17511755,-0.04341312,-0.05964905,0.08982307,0.15109836,-0.6017973,-0.16418822,-0.42928427,-0.35941792,0.5370194,0.1378545,0.37253758,0.08043392,0.1535958,0.21651629,-0.5020551,-0.05289844,-0.81200963,0.01900599,-0.23969771,-0.25918272,0.0018684156,0.3825143,0.064155616,-0.35484853,-0.2250418,-0.82579935,-0.44357446,0.29407978,0.17973557,-0.08459575,-0.39580762,0.050228205,0.2542759,0.26707464,-0.3402898,-0.2255643,-0.51765335,-0.34189123,-0.1457872,-0.37769872,0.21691729,-0.24802262,0.23153968,-0.012259156,-0.07610634,0.7334403,-0.43720314,0.306124,0.287513
OAS1_0278,-0.7362233,0.2200813,-0.5758799,1.4526476,-0.19047473,0.43761024,0.028495671,-0.16010661,0.34051937,0.68487513,0.45237467,0.293197,-0.33203775,0.6970744,-0.66307944,0.74676293,0.039084844,-0.2052604,-0.18731582,-0.05495043,0.28307113,-0.57785374,-0.30168363,0.039888132,-0.2734723,0.08739373,0.20744579,0.69090766,-0.37642637,0.7576553,0.23446603,-0.6427269,-0.16798514,-0.07407419,0.39103276,0.66214925,0.18612553,-0.4670993,-0.107535616,1.0123409,0.037550423,0.26055136,-0.22022222,-0.0666052,-0.2493192,0.18664938,0.6104766,0.09859979,-0.68709666,0.2703927,0.6808606,-0.39107615,-0.014855287,0.34264362,-0.7356679,0.82703614,0.024374822,-0.20664892,-0.04334994,0.4394449,0.07728837,-0.30644473,0.1507921,0.03756093,-0.3103206,-0.44714373,-0.18927607,0.23745841,0.66193944,-0.16608499,0.25963485,0.22019486,-0.6149826,0.05801868,-0.19918062,-0.30777213,-0.2842782,-0.0783575,0.24691832,-0.51087797,-0.75641215,-0.3665681,0.5276624,0.2877769,-0.061177474,-0.726118,-0.63128555,0.8435643,-0.08975152,0.27524695,-0.29873514,0.15198052,-0.17343208,0.03269748,-0.021761846,0.58065933,-0.43645942,0.11387321,0.08705541,0.33996102,-0.6484123,-0.09867758,0.08723701,0.08732875,-0.23584613,-0.25185537,-0.07372833,0.26084858,0.39724392,-0.21137185
OAS1_0279,-1.8786516,-2.7114377,3.2298129,1.0167648,-0.6568407,-1.0876784,-0.4228632,-1.0153975,-0.3235595,0.0676442,-0.3301867,0.08507089,-0.69258803,0.11645756,0.6021583,0.109181955,-0.09457457,-0.15032949,0.33538234,0.2386738,-0.9940563,0.33536828,-0.3994361,-0.6392964,0.025381917,0.10631866,0.57972157,0.89754295,-0.39764884,0.34188223,0.008325724,0.016332837,-0.3607696,0.05615971,-0.38159296,0.12230226,-0.46928024,0.5993247,0.18294497,-0.29755777,-0.39914897,0.28113818,0.398925,-0.19669008,0.4187164,-0.37182564,-0.03529286,-0.1380618,-0.47196716,0.28331065,-0.28768772,-0.47538915,0.54114556,-0.24530506,0.25180587,0.2711706,-0.17809759,0.31145206,-0.3472257,0.31024867,-0.022024736,0.0947779,0.25328165,0.10783306,0.20071326,0.15791418,0.0034779033,0.5141267,0.15504116,-0.28768113,-0.72205657,0.09556168,0.26747778,0.20014071,-0.32331258,0.55339104,0.16408071,-0.1338392,-0.21366425,-0.34260765,0.08474418,0.021991707,0.388056,0.20441341,0.15215646,-0.53433996,-0.20638572,0.2186062,0.34782255,-0.3530624,0.062738314,-0.08192532,-0.077850334,-0.008833189,0.10303225,-0.20267446,-0.64432424,-0.07925369,-0.3260913,-0.31306455,-0.106058165,-0.14444263,-0.33008805,0.5469186,-0.010061516,0.14760777,-0.46970284,-0.022580108,0.04937853,0.039531074
OAS1_0280,-1.3150989,-0.7334584,-1.5427759,0.6891777,1.1137452,-0.43767715,0.84675694,0.23178227,0.19766837,0.52470887,-0.24195252,-0.49446422,0.78294307,0.91302407,-0.70881504,-0.107612476,0.6783476,0.1217758,0.46457243,0.22302727,-0.12858646,0.82906,-0.3269249,0.30968767,0.9732537,1.0774549,0.95135856,-0.29566294,-0.57812464,-0.07521959,0.67904836,-0.31499863,-0.42122555,-0.20749684,0.68401754,0.13788444,-0.09861955,-0.34048653,0.092544906,0.06789239,-0.5282166,0.6003313,0.12951538,0.05362927,-0.2227687,0.19087534,-0.62813026,0.14362754,0.08175944,-0.66561586,-0.022385757,0.37225145,-0.07901609,0.32250032,0.11618757,0.1455605,-0.2865475,0.25720176,0.15067397,-0.041540656,-0.060983185,-0.39822584,-0.39077845,-0.30403808,-0.13799201,-0.4147698,-0.0080687655,-0.2764156,-0.8245263,-0.26991275,-0.23889804,0.6319171,-0.38042313,0.6501376,0.37033716,0.47885796,-0.0700726,-0.39855087,-0.2376298,0.4146315,-0.20512313,0.7092365,0.021214534,-0.13879597,0.30861637,-0.16221586,-0.43922693,-0.54935205,-0.59234256,0.050246567,0.5322142,-0.35078013,-0.088810995,0.11509102,0.13767166,-0.28076178,0.15383445,0.187495,0.032650694,0.30171826,-0.5567816,-0.2923824,-0.21148421,-0.2913454,-0.18803638,-0.110762216,0.057670303,-0.25204417,0.19408408,0.65791893
OAS1_0281,1.4443401,1.7056649,0.7008567,-1.0763615,0.97825074,0.64638233,0.70402825,1.1629057,-0.91563207,-1.0324662,0.45225838,0.7247024,-1.0941079,-0.8592854,-0.521996,0.17282842,0.37570614,-0.42725408,-0.2641483,0.29446855,-0.36796686,0.28556114,-0.0629513,-0.4435848,0.24907708,0.035299208,0.32351562,0.39860258,-0.16882975,0.14804268,-0.18774536,-0.2949439,-0.15808453,0.04292777,-0.264406,-0.17483966,0.03400762,-0.26341718,-0.27099,-0.36889482,-0.010739996,0.2776627,0.27156216,-0.19821292,-0.27916077,0.026919179,0.64714915,-0.5133587,0.50529295,0.31915522,-0.069793165,-0.103907265,-0.107520394,0.459761,0.0069228397,0.4252713,0.70648456,-0.12831832,-0.22849046,-0.060554206,0.0075416695,0.08283587,0.73700243,-0.17025301,0.031098071,-0.010750325,-0.33083442,0.4093827,1.2633233,-0.33060092,0.21672963,-0.14417405,0.19488981,0.09913104,-0.7009044,0.11603865,-0.17645429,0.15180269,-0.05831974,-0.35517192,0.7643702,0.189358,-0.015687706,0.47514394,0.41864195,0.22912063,-0.42014843,-0.80871344,-0.6086917,-0.32051036,-0.67418194,0.041737445,-0.04390194,-0.31757942,0.027821604,0.53426373,-0.011000899,0.33230433,-0.36853993,-0.29932463,-0.40220088,-0.17972682,-0.09627635,-0.6429147,-0.24684486,0.25977048,0.47761008,0.21388777,-0.34389198,-0.22544496
