patient_id,gfc_sag_PC1,gfc_sag_PC2,gfc_sag_PC3,gfc_sag_PC4,gfc_sag_PC5,gfc_sag_PC6,gfc_sag_PC7,gfc_sag_PC8,gfc_sag_PC9,gfc_sag_PC10,gfc_sag_PC11,gfc_sag_PC12,gfc_sag_PC13,gfc_sag_PC14,gfc_sag_PC15,gfc_sag_PC16,gfc_sag_PC17,gfc_sag_PC18,gfc_sag_PC19,gfc_sag_PC20,gfc_sag_PC21,gfc_sag_PC22,gfc_sag_PC23,gfc_sag_PC24,gfc_sag_PC25,gfc_sag_PC26,gfc_sag_PC27,gfc_sag_PC28,gfc_sag_PC29,gfc_sag_PC30,gfc_sag_PC31,gfc_sag_PC32,gfc_sag_PC33,gfc_sag_PC34,gfc_sag_PC35,gfc_sag_PC36,gfc_sag_PC37,gfc_sag_PC38,gfc_sag_PC39,gfc_sag_PC40,gfc_sag_PC41,gfc_sag_PC42,gfc_sag_PC43,gfc_sag_PC44,gfc_sag_PC45,gfc_sag_PC46,gfc_sag_PC47,gfc_sag_PC48,gfc_sag_PC49,gfc_sag_PC50,gfc_sag_PC51,gfc_sag_PC52,gfc_sag_PC53,gfc_sag_PC54,gfc_sag_PC55,gfc_sag_PC56,gfc_sag_PC57,gfc_sag_PC58,gfc_sag_PC59,gfc_sag_PC60,gfc_sag_PC61,gfc_sag_PC62,gfc_sag_PC63,gfc_sag_PC64,gfc_sag_PC65,gfc_sag_PC66,gfc_sag_PC67,gfc_sag_PC68,gfc_sag_PC69,gfc_sag_PC70,gfc_sag_PC71,gfc_sag_PC72,gfc_sag_PC73,gfc_sag_PC74,gfc_sag_PC75,gfc_sag_PC76,gfc_sag_PC77,gfc_sag_PC78,gfc_sag_PC79,gfc_sag_PC80,gfc_sag_PC81,gfc_sag_PC82,gfc_sag_PC83,gfc_sag_PC84,gfc_sag_PC85,gfc_sag_PC86,gfc_sag_PC87,gfc_sag_PC88,gfc_sag_PC89,gfc_sag_PC90,gfc_sag_PC91,gfc_sag_PC92,gfc_sag_PC93,gfc_sag_PC94,gfc_sag_PC95,gfc_sag_PC96,gfc_sag_PC97,gfc_sag_PC98,gfc_sag_PC99,gfc_sag_PC100,gfc_sag_PC101,gfc_sag_PC102,gfc_sag_PC103,gfc_sag_PC104,gfc_sag_PC105,gfc_sag_PC106,gfc_sag_PC107,gfc_sag_PC108,gfc_sag_PC109,gfc_sag_PC110
OAS1_0184,-1.107416,0.30682555,2.177106,-0.038579065,-0.20098984,0.53369856,-0.7379961,1.0091187,0.18278885,1.0457804,0.053861387,-0.17898543,-0.33299848,-1.5665807,0.15665656,0.22163263,-0.5999185,-0.8585039,-0.26049516,0.94996756,0.10424283,0.5255569,-0.4523712,0.45426837,1.0383233,-0.15512519,0.8830953,-0.06778645,0.31284067,-0.5550919,-0.2494606,-0.21385662,-0.06896867,-0.76528597,-0.073537625,-0.100883,0.29020265,0.9530771,0.0046418076,-0.6479725,-0.27371827,0.70852464,0.043224074,0.6855558,-0.09546456,0.06806243,0.56529665,0.1092533,-0.06661813,-0.32188073,-0.07757338,0.5779022,0.0991545,0.6760354,-0.14971296,-0.2651027,1.0749254,0.49714386,-0.35514238,0.28385866,-0.13209622,-0.22703445,0.69250107,0.26730913,0.20902069,-0.24959391,0.21876392,-0.11208136,0.18466572,-0.17626834,0.717302,-0.36310303,0.6030395,-0.027123524,-0.478551,-0.3247652,0.12921217,-0.3777491,-0.21004468,0.37097937,-0.41471058,-0.04852842,-0.577321,-0.049200185,-0.05037215,-0.2712528,-0.09522713,0.20864883,-0.1380096,-0.3093611,-0.29738417,-0.43706942,-0.557297,0.10376839,-0.036267992,0.1969283,-0.20295908,-0.33980498,0.34825283,0.07370294,-0.071368724,-0.22409394,0.30535728,-0.13179256,0.07621468,0.009273917,-0.07994524,0.121008344,-0.07653407,-0.16080874
OAS1_0185,1.6939194,0.73843735,1.0896991,0.8153252,-0.52709186,0.6229687,-0.4468601,-0.5178282,0.55743533,0.72996515,0.74341995,-1.2633262,-0.4928226,0.38742343,0.0616406,-0.7256355,-0.24684611,-0.5016461,0.31993836,-0.22783582,-0.39403108,0.4976431,-0.7974972,0.41766554,-0.16545509,-0.11879979,-0.2593289,-0.22571026,0.23069657,0.11199477,0.22144425,0.31673318,-0.06401466,0.09058569,0.33241084,-0.6640809,-0.5158494,-0.78471035,-0.23829174,-0.20271353,0.10482681,0.16948469,-0.45524088,0.3021877,-0.49030727,0.18823835,0.36649963,-0.31322727,0.11748676,-0.8006145,-0.47255164,-0.47761524,-0.28139716,0.1791085,0.9038664,-0.070811376,-0.50199515,-0.14016216,-0.5221615,0.7741567,-0.41789174,0.3906547,0.21153319,0.28018346,0.3621685,-0.13765132,0.14347555,0.5394259,0.2683131,0.11415684,0.5348788,0.2251559,0.7883883,0.2654469,-0.2257272,0.23776777,0.6609464,-0.3726665,0.37437335,0.31603286,0.3242512,0.026525011,0.24572243,0.022117259,0.02706404,0.5530955,0.21632107,-0.14376609,-0.11633984,0.10997348,-0.40016273,0.3611263,-0.052989766,-0.66088337,0.17088269,0.43951127,0.7149048,-0.14367509,0.31011686,0.24662748,-0.035285003,0.03736854,-0.035452064,-0.18306436,-0.066183284,-0.09439118,0.14003727,0.5399826,0.5455922,0.11278453
OAS1_0186,-1.1204183,-2.1817985,1.3543553,-0.780549,0.8257267,-0.27965906,0.5660977,-1.6330216,-1.3359942,0.9148721,1.4478421,0.050537076,0.9986231,0.57555073,0.09334934,-2.2379231,0.07986636,-0.48954707,-0.2617299,-0.26794818,0.5802782,0.49759048,0.30649364,0.3818826,0.24270615,0.33416754,-0.1073467,-0.38331547,0.10018162,-0.98781127,0.43691704,0.742553,0.53106284,-0.2994466,-0.46145087,0.33876947,-0.045894265,0.56637925,-0.82219565,0.39436713,1.1658034,-0.1990733,-0.49678436,-0.099642925,0.04842082,0.26424897,0.44689304,0.77369684,0.21563256,0.19934501,0.070790365,0.70320827,0.12654674,-0.12387128,-0.46003115,0.10972554,1.0162135,-0.054885715,-0.57220346,0.24529214,0.044555876,-0.4224795,-0.26267344,-0.36331466,-0.30833772,-0.50965464,-0.13399161,-1.4685524,-0.06945126,0.054576356,0.5389058,-0.27433148,-0.20042434,-0.5359715,-0.2806582,-0.15746543,0.24990714,0.36685354,-0.56911254,0.4366705,0.0050706915,0.2613844,-0.07191434,0.36035994,0.0018073756,0.3288246,-0.19187133,-0.09212102,-0.36110392,0.24104758,-0.23214835,-0.6479094,0.49124843,-0.5366109,-0.045579433,0.20934379,-0.77561724,-0.24994878,0.061042268,-0.5898483,-0.12494738,-0.059394166,0.42535648,-0.64132094,0.6162796,-0.1890906,-0.025347196,-0.051971775,0.07747201,-0.15501815
OAS1_0188,0.17597024,0.98012584,1.125507,-0.93290067,1.1366149,-0.9039321,-0.30572015,0.7595137,-0.013045107,-0.67313457,-0.80870605,-1.357308,0.061999254,0.123685494,0.70570225,0.025316162,-0.09857239,-0.032375954,-0.4533452,-0.32157907,-0.20608911,-0.52309775,0.26710227,0.3317843,0.0380109,0.72260696,-0.3352936,-0.012947554,-0.4788211,0.033188302,0.20665659,0.24325113,-0.039284483,-0.21151212,-0.4413364,0.23129377,0.23508929,0.11917311,-0.18686879,-0.48382112,0.48032597,-0.6499111,-0.46783045,-0.5860491,0.88380027,-0.09631227,0.6461105,0.33248457,0.70934844,-0.27062172,-0.5749051,0.23202282,0.57650733,-0.13098775,0.044493396,-0.3431285,-0.25001898,0.03068077,0.2209079,0.35083732,0.30276212,-0.23268887,-0.13876139,-0.108180106,0.24951522,0.17277877,-0.0070365467,0.1638691,0.124601886,-0.05599691,0.38422814,-0.10378433,-0.20070077,0.27838308,0.32941636,0.1972996,-0.10767891,-0.025532745,-0.4008178,-0.2684804,-0.5556201,-0.45678425,-0.06992988,0.35570014,0.14683291,-0.1523736,-0.60401994,-0.52330106,-0.5886926,-0.27949777,0.12399524,0.052041136,0.14873779,-0.0032919294,-0.07456504,-0.22456472,0.40547612,0.44551936,-0.30868304,-0.30486774,-0.1306465,-0.26268652,-0.15702939,0.3209776,0.16253158,0.004924439,-0.043838236,0.042638376,0.13575076,0.26088738
OAS1_0189,0.4876984,-0.34611204,-1.3171542,-1.4331893,0.16793188,-0.6701659,1.0102236,-0.86177367,0.38543567,-0.28215942,-0.17806956,1.2499223,-0.060939845,-0.24922872,-0.22356497,1.0661588,-0.61895955,0.5380747,-0.13303506,-0.7168197,0.12208109,0.4303243,-0.031021401,-0.15910095,-0.5392592,0.7276903,0.48034045,-0.009563813,-0.31628546,0.17345472,-0.2243945,0.4716799,0.700076,-0.10108884,-0.10840472,-0.1383569,0.32582122,0.29911438,0.21607187,0.29184455,0.2575561,-0.5001899,0.016109828,-0.08362115,-0.05462826,-0.10071691,-0.56932217,-0.4413149,-0.11752851,-0.32286426,0.52784646,-0.085389964,-0.15824008,-0.69697446,0.47508076,-0.68873066,-0.2734772,-0.25032473,0.26687518,0.4245741,-0.5826257,-0.005499112,-0.13056284,0.48763695,-0.5560717,-0.24222197,-0.29471526,0.43106,0.051149003,0.33506972,0.6432673,0.07974651,0.3131576,-0.22105044,-0.05892642,0.2274186,0.41200486,0.01016784,0.47177237,-0.0029051367,-0.2986704,-0.16917592,0.076603085,-0.2392519,-0.2592071,-0.02731216,0.19851437,0.3704892,-0.48938426,0.47982532,0.49204993,0.010937338,-0.34866804,0.23933448,0.2953261,-0.07221857,-0.89861494,0.04135872,-0.006514957,0.3814226,0.43501726,-0.072596714,0.5073751,-0.100982554,0.07454432,-0.072340965,0.23956098,0.3085213,0.22956291,-0.40313116
OAS1_0190,-0.23517506,0.87720805,-0.2832037,-2.061456,-0.026779007,-0.4462708,0.61905575,0.6480178,-0.08648145,0.3460755,-0.16553317,0.27460226,-0.5993263,-0.28152373,0.43603122,-0.20566215,-0.3998082,-0.018066607,0.1412883,-1.2473798,-0.24545649,-0.5046233,-0.36589387,0.4083396,0.25402084,-0.0069028954,-0.5277892,-0.9119032,0.11400476,0.96975553,0.6316228,-0.3514539,0.21201916,0.048752833,-0.06356986,-0.4058484,-0.37504104,0.2457209,-0.022192607,0.16341972,0.18828732,0.51886505,0.7133361,-0.5704406,-0.6090639,0.27557063,-0.1350874,0.47176856,-1.0397425,-0.3649581,-0.3821156,-0.537086,-0.35086286,0.027308732,-0.59624827,0.0586703,0.12829112,-0.35932335,-0.18349391,-0.053207614,-0.007307137,0.04900101,0.3973051,0.12125082,-0.10955999,0.5972826,0.016767107,-0.071509026,0.15858947,0.06577252,-0.40948552,-0.46167114,0.33728796,0.63966584,0.11135252,-0.123136126,0.4564577,0.25004655,0.04323225,-0.18286705,-0.42010695,-0.14711206,0.49667275,0.23946069,0.07536736,-0.13770124,0.28791538,-0.47093633,0.049674757,0.012877907,-0.29223147,-0.21268307,-0.03964851,-0.40600258,-0.6210193,-0.2868439,-0.27044564,0.12994502,-0.75867563,0.08786201,-0.03622136,0.3418655,0.27472705,0.7035504,0.29883996,-0.7728709,0.27526957,-0.20436706,0.19808967,-0.6918671
OAS1_0191,0.9255222,-1.4218316,-1.5111405,0.42408815,-0.9156502,-0.63225836,-0.66515285,-0.23955029,1.3981018,-0.48678187,0.562786,0.09864139,1.0590874,0.4889053,-0.482358,-0.23232582,0.09626484,-0.79685456,-0.28844023,0.38164964,0.19867125,0.10857497,-0.06046688,0.106535085,0.3509485,-0.25447327,0.62766653,-0.61157393,-0.35478058,-0.6085906,-0.4354967,-0.19604844,0.6242161,0.51397896,-0.4981424,-0.2886671,0.678724,-0.04540726,-0.5869369,-0.33614364,0.26849404,-0.660269,0.21347983,-0.5136773,-0.5052262,0.50882107,0.09686539,-0.042850323,-0.087657064,0.4375063,-0.14672896,0.026892906,0.053934254,0.11243318,-0.13195723,0.1947823,0.046066847,0.56851476,0.15844092,-0.0012797283,0.4310622,0.56241727,-0.28019667,0.21068831,-0.15156195,-0.19535492,-0.36305532,-0.10938069,0.36688483,0.44267103,0.30577752,-0.8752935,0.11840424,0.22498186,0.6677385,0.42452544,-0.295962,-0.09303587,-0.44369313,-0.22116344,0.15512618,-0.1204834,-0.15777597,-0.16409837,0.43052435,0.94738185,0.010347272,-0.33480322,0.45855394,-0.18735144,0.018936625,0.29717,-0.23398364,0.51836896,-0.13464949,-0.18137872,-0.15968187,-0.018570108,0.26981995,0.40569514,0.10059891,0.71427673,-0.039867602,-0.07253174,-0.6244264,-0.06340643,0.17953746,0.30547726,-0.64971215,0.083347484
OAS1_0192,0.8938659,0.36964345,-1.3014312,1.0017527,0.19876717,1.1632451,0.37593028,0.2499979,-0.34563017,-0.021166718,0.35815442,-0.5212437,-0.39974493,-0.30055055,0.59062856,-0.48266,-0.014072972,0.6594887,0.83262146,0.6728121,0.6507724,-0.54247016,-0.3624358,-0.05056755,0.360595,-0.2562009,-0.016115548,-0.3154735,-0.40504673,-0.3378926,0.0574712,0.37665817,0.07555994,-0.06988348,-0.49985757,0.2687846,0.47492516,-0.13718808,-0.08830307,-0.38135913,0.90180635,-0.21845467,0.2066421,-0.60137063,0.2131037,-0.36363354,-0.061429393,-0.08826506,-0.10982733,-0.0034771122,-0.58543336,-0.24621426,0.04408511,0.4162532,-0.6204671,0.7366834,-0.36460102,-0.12001471,0.33562845,1.3633164,0.012538055,-0.8885896,-0.33218253,0.5122248,-0.10480858,-0.6890009,-0.37465388,-0.07763995,-0.46903658,0.1301734,0.29625025,0.18863557,-0.23835978,-0.51845086,-0.08001553,0.20956786,0.69409055,-0.072847016,0.117417514,-0.008378489,0.07057944,0.05214287,0.118764535,-0.06373151,-0.4811072,0.071156956,-0.8674757,0.33330646,-0.07240753,-0.337465,0.07087176,-0.047199648,0.40814963,0.1348368,-0.032825045,0.34043452,0.3435956,0.55995405,0.23476015,-0.19609483,-0.0664189,-0.37815216,0.2268756,-0.22486782,0.24668248,0.18306871,0.330182,-0.024395503,0.04044806,-0.17190568
OAS1_0193,-1.7920554,1.3927159,-1.1676661,-0.46926245,-0.43639743,-0.24818125,-0.15448016,0.7645696,0.75901026,-0.41470167,0.61663294,-0.49556595,0.035097755,-0.17469054,-0.29829493,-0.57210916,-0.25739437,1.2238787,0.23455144,0.4821435,1.4103215,-0.4222891,-0.24943571,-0.7357659,-0.0060178908,-0.2511031,0.4914678,1.1482791,-0.5028352,1.0809923,0.7808167,0.30403167,0.60108364,0.6776294,-0.24881935,0.100004554,0.043058924,0.6238443,0.10169076,0.19053347,-0.010979732,0.4294239,-0.8420409,0.36943933,0.29796878,-0.02279722,-0.0826708,-1.0591774,-0.37168488,0.010642712,-0.038945466,0.029872337,0.11032034,0.21166027,0.13327362,0.44555414,0.6335162,-0.21906261,0.19918129,-0.19336253,0.11509448,0.29059926,0.08226952,0.13442647,-0.21638817,-0.0571679,0.24650134,-0.29847613,-0.19216837,-0.28767416,-0.15376861,-0.0692621,-0.23055641,-0.18743274,-1.0092963,-0.52952176,0.33752418,-0.41613957,-0.34278145,0.50378186,-0.063506745,-0.5477453,-0.26502642,0.4371493,0.14754114,0.23015317,0.63785684,0.061447203,0.13213937,0.026887883,0.14859247,0.44265345,-0.13669997,-0.29074174,-0.31155935,0.19760764,0.4093817,0.442168,-0.2421394,0.22244067,0.11132691,0.094937585,-0.27203465,0.36099118,0.22313479,-0.22724189,-0.20859963,-0.78605705,0.16064587,-0.09426094
OAS1_0195,1.5141383,-0.35778576,1.1282802,-1.1547301,-0.16305885,0.6416943,-0.24450919,0.44193897,-0.28597942,-0.51532316,-0.3375345,-0.05046577,-0.25000662,-0.6354981,0.36749604,-0.82892376,0.119040966,-1.2088915,-1.1074929,-0.37752977,-0.50684524,0.15897511,-0.094580285,-0.41003814,0.16015509,0.009592414,0.024163172,-0.3372696,0.58701444,-0.13774562,-0.027094984,0.1637485,-1.0657556,0.13194469,-0.4572439,-0.0066982456,0.28437528,0.15048093,-0.34605315,0.41962928,0.08826447,0.3646069,-0.5754878,0.38618395,-0.52754,0.4822552,-0.3436865,0.49090528,-0.6848014,0.3026079,-0.31877965,0.8058786,-0.23545957,0.32223678,0.063930176,-0.23317845,0.35493192,-0.22767009,0.7364891,0.090836786,0.24903467,-0.454947,0.23598096,-0.68547595,0.063279346,0.035340805,0.2611644,-0.19985044,0.260937,0.3760408,0.13377017,0.18512559,-0.037199054,-0.15460682,0.3311725,-0.09873287,-0.22986847,-0.122779906,0.47838432,-0.12238046,0.6784447,-0.4544877,-0.44856358,-0.60842884,0.14404018,0.00514529,0.41479096,0.14843015,0.20312694,0.021023063,0.07653677,0.19287595,0.09656982,0.1900524,-0.16217093,-0.42038354,0.8841506,-0.5195007,-0.07113542,-0.015016494,-0.16206442,-0.32275683,-0.17188063,0.25809246,-0.015869657,0.51006186,0.2064667,-0.5888878,0.032556795,-0.3640887
OAS1_0197,0.9163514,-0.22136454,1.8736883,-0.44980854,-1.1702082,-0.21191542,-0.61308557,-0.4174379,0.58244693,-0.19335335,0.14482129,0.07051789,0.5817383,-1.0431331,-0.7634771,-0.043713063,-0.15779881,0.49081108,0.2663012,-0.3282528,-0.2752122,-0.16116607,0.32602075,1.093148,-0.73264843,0.41387272,0.6158104,-0.07992947,0.52273405,-0.014049191,0.6553441,-0.036929358,0.023262117,0.08034056,-0.3820976,-0.24727364,-0.07893059,0.7038921,0.10112499,-0.48499164,0.5833808,-0.6154293,0.09651108,0.2538026,0.14832625,0.22598052,0.16033925,-0.29178995,0.026168797,-0.2747894,-0.25350615,0.12573871,-0.79212886,0.08400506,0.0098403385,-0.1653453,0.013213901,0.13941771,0.1149391,0.62479514,0.4743181,0.34997866,0.042785395,-0.63793826,-0.20121542,0.12261566,-0.6506749,0.53114945,-0.49152797,-0.10203607,-0.5814839,0.67756236,-0.16653875,-0.3979343,0.04156902,0.16814353,0.22108008,-0.521643,-0.51171374,-0.17944565,-0.10546257,0.6576782,0.115959845,-0.53347313,0.044638883,0.3565765,-0.85933757,-0.8345033,0.28995895,0.6220342,0.6702807,-0.8935422,-0.49561638,0.0012463988,-0.13886048,-0.01194225,0.58327216,0.28565505,-0.4158291,0.35627645,-0.5471835,0.0358221,0.6328291,-0.47872257,0.13382348,0.28138876,0.068650216,0.18401122,0.37275395,0.044840883
OAS1_0198,-1.1237062,1.8843254,-1.2241364,0.88555694,0.6638061,0.19695227,-0.9466834,1.1401339,-0.17934808,0.11347574,0.5940952,0.0008975891,0.19074391,-0.67459977,0.15309422,-0.43644732,-0.114990756,-0.076479755,0.7843462,0.07411185,-0.5377135,0.013222106,0.03474878,-0.24587098,-0.8492073,-0.17565005,0.19634129,0.18127002,-1.03332,-0.43123785,-0.07917334,-0.06666748,-0.41982046,0.25487116,0.3331281,0.7949488,0.46832418,-0.4350965,-0.16585018,-0.015842669,0.76116407,0.13359262,-0.5338244,0.113959484,0.22333409,0.19214022,0.105958626,-0.00055304077,-0.48217195,-0.36242485,-0.0495834,0.19848251,0.4675908,-0.678043,0.025702048,0.18661277,-1.0096322,0.038241576,0.095020756,0.0059904023,0.7738104,0.258658,-0.35388616,-0.6597345,-0.50500685,0.0419836,-0.44039136,0.18065232,0.38958764,-0.7041968,0.05552569,-0.08975802,0.41202796,0.176405,0.5391388,0.17593047,-0.040087387,-0.021291746,0.13661501,-0.20275071,-0.41424304,-0.5171431,-0.24395953,0.7398855,-0.05565086,0.52366704,0.13928585,-0.2945902,-0.34176248,-0.08391138,0.14722228,0.030966973,-0.1819985,0.1686317,0.048454523,0.090319805,0.13368702,0.12363001,0.11081978,0.16171925,0.19586118,-0.43224105,0.15704899,-0.29139787,0.058232203,0.17190927,-0.010751671,0.22377187,0.14264166,-0.025155457
OAS1_0199,-1.2843367,0.338843,1.603386,-2.271682,-0.88743335,0.04805873,0.07652271,0.42781177,0.2511089,-0.6327396,0.48899055,0.59059983,0.69618535,-0.92844045,0.09981304,-0.71891093,-0.080130644,0.12807915,-0.41620052,0.051124558,-0.23313883,-0.27692387,-0.09242126,0.036814924,-0.45434996,0.5299371,-0.9378535,-0.37340268,-0.08457973,-0.83609,0.2542228,0.56176275,0.07754747,-1.145822,0.19146687,0.10062574,-0.2981359,0.7259273,-0.22097595,0.23247327,0.54171276,-0.28338692,0.088832565,0.27869102,0.6292647,-0.6267632,0.13528767,-0.14751588,-0.22507413,-0.4969025,0.5486446,0.16978683,-0.20526801,-0.1557225,0.25490302,0.19477516,-0.37503707,0.034061447,0.86704195,-0.020201983,-0.04627508,-0.59365183,0.33277687,-0.07681318,-0.32385257,0.31303552,0.6688582,0.12804466,-0.18145683,-0.0669701,-0.41021562,-0.030016776,0.38246298,0.6698297,-0.046887904,-0.38836423,-0.22453123,-0.09520772,-0.21411048,-0.6489023,-0.3204971,-0.058907468,0.07490392,-0.14882655,0.43471965,0.4743782,-0.06512126,-0.52075446,0.05046544,-0.12170436,-0.43116733,0.0399157,0.16154988,-0.36833373,-0.12959649,0.97573686,-0.09118505,-0.059590794,-0.12203208,0.44179943,-0.352716,-0.37140813,-0.33259374,0.10147371,-0.055420022,-0.524779,-0.019782491,0.6709449,-0.22686121,0.19999546
OAS1_0200,1.1327962,0.17184086,0.6553626,-1.7746124,-0.44808635,0.6744032,-0.3410335,-0.0825287,-0.3044612,0.004277009,0.5482905,0.78285795,0.5027905,-0.68136585,0.53592676,0.41305906,1.1107293,-0.45501423,-0.26122993,0.84820616,-0.07990719,0.4832739,-0.11420763,0.55403054,-0.32855424,-0.48873764,-0.060124204,-0.6249208,-0.12048591,0.2230923,0.12655258,-0.17564906,-0.5264194,-0.26396558,-0.7931644,0.6340693,0.15621826,-0.17495406,0.60588527,0.8727734,-0.1599487,0.25663656,-0.18106344,0.85242456,0.5323965,0.013261314,-0.4037792,0.22568509,0.07683789,-0.25430405,0.8408504,0.10952386,0.24615857,-0.1296061,-0.7960479,-0.1309822,-0.00010709758,-0.006315143,-0.30491105,-0.05919207,0.6290676,-0.00012024176,-0.69001365,-0.25372598,-0.5855251,-0.19231622,-0.20719224,-0.08404118,-0.67158604,0.58162624,0.08834227,0.5787282,0.17670561,0.24181017,0.36901847,-0.3263418,-0.17237541,0.175032,0.12891817,0.09658464,0.122879095,0.13252811,0.086596705,-0.25648355,-0.09216403,-0.09699301,0.41135085,0.06776074,0.17761232,-0.94988805,-0.39649922,0.9581673,0.5623066,0.41932905,-0.06053,0.04258703,-0.0991196,-0.3080895,-0.12663502,-0.13495106,-0.23672535,-0.20492885,-0.38771966,0.0003458834,0.17987897,-0.38528997,-0.026849695,-0.11246572,0.29605123,0.008794102
OAS1_0201,-1.3630185,0.87809616,0.834656,1.6831454,-0.1416881,1.0927716,0.013962548,0.7205641,0.39501908,0.32795322,-0.8279431,0.7952357,1.0860527,0.3061655,0.9041796,0.16507585,-0.0003047173,-0.5603876,-0.58209884,0.34769693,-0.5236886,0.093678385,0.43433076,-0.14803919,-0.63621795,0.8036271,-0.38801906,-0.35143682,-0.28069332,-0.6507321,0.20100744,0.08376413,0.20572707,-0.57139325,-0.37663314,-0.4991258,0.85883045,0.73409164,-0.30310956,0.3490882,0.40726048,-0.04784965,-0.61170495,0.013076209,0.33304176,0.4093531,-0.2617098,-0.5770649,0.3259434,0.091155574,-0.28406793,0.6995095,-0.094716534,0.13381785,-0.17487726,0.23111294,1.1892352,0.17368253,-0.49154735,-0.13267967,-0.3855157,0.7790187,0.4815571,-0.2961575,-0.56663114,-0.07884331,0.5304059,-0.0520566,0.727176,0.021995906,-0.49063233,-0.3629736,0.02425314,-0.0188133,0.27545646,0.1286124,-0.2762612,0.08889838,0.4588304,-0.058791053,-0.27380747,-0.047840565,-0.18683541,0.61975306,-1.0553054,-0.51932424,-0.083341576,0.15327418,-0.2520556,-0.023775466,0.19387466,-0.39574236,-0.3456096,0.41937718,0.35391524,0.3249102,0.34255743,0.544626,0.6966902,-0.030575033,-0.035456892,0.21086347,0.072153725,0.39326262,0.36346546,-0.35608253,-0.22333574,-0.5284698,0.19054843,0.27469635
OAS1_0202,-0.26578647,-1.3549902,-2.7002733,-0.5745695,0.21292976,-0.13611494,-0.48142633,-0.89800197,-0.94792736,0.3396951,0.73325175,-0.8792219,0.49843353,0.044664677,0.08414228,0.35042915,-1.0991592,0.40529782,-0.3374711,0.24392764,0.39647517,-0.22247626,0.037049923,0.13237028,0.15343036,0.15375343,0.050712336,-0.5237476,0.33189303,0.0864374,-0.23717444,-0.432814,0.30338377,-0.77501005,0.118836656,0.07677729,0.025701124,-0.40274292,-0.03426928,0.16441898,0.32077077,-0.06608497,0.50793606,0.4879356,-0.16993137,-0.062304225,0.08289469,-0.13386247,-0.014788562,-0.029629592,0.39106977,0.13863565,-0.3364797,-0.29122072,0.11816624,0.069542654,-0.035194118,0.0027150433,0.39220646,0.10403572,-0.015987683,-0.37302297,-0.20807685,-0.27473587,0.0155299585,0.39900878,0.50658315,0.14593224,0.25222522,-0.3055315,0.17266737,0.7567485,0.09355472,0.43336898,0.3352308,-0.28428912,0.07949032,0.037879884,0.04713954,-0.19917737,0.21815753,-0.5309656,-0.58425367,0.032455523,0.15177076,0.9022085,0.055022758,0.008165604,0.03002059,0.27697194,0.115106046,-0.11394726,-0.045631785,0.098486185,0.049370483,-0.4170713,-0.43126583,0.0038783872,0.32573432,-0.054629352,-0.2944601,-0.06196068,0.1297748,0.21449704,0.10560811,0.3234447,-0.19102165,0.4429813,0.29858676,0.16169785
OAS1_0203,0.8930557,-1.8106027,-0.22833762,0.5610591,0.1329748,0.428908,-0.6339852,-0.039906174,0.4261185,-0.7202529,0.036984168,-0.37125528,0.24339838,-0.08590205,-0.4769594,0.9146104,0.985362,0.4627175,-0.92477906,0.90205616,-0.35617992,-0.018664017,-0.12663567,0.45759866,0.16359323,0.34661344,0.37058914,-0.31619444,-0.19452919,0.058778282,0.1190601,0.7632245,0.19254883,0.15040313,0.29799148,0.16042401,0.8911635,-0.11889014,-0.7007292,-0.18191494,-0.24453607,0.17332646,-0.392502,-0.13844144,-0.419378,0.32173225,-0.02099912,-0.07242093,-0.5092041,0.36612904,0.24490066,-0.35009307,0.20807712,-0.3300764,0.04755848,0.28708988,0.059675984,0.27155918,0.34408858,-0.25098816,0.18845482,-0.5874321,0.38491312,0.44722527,0.25132436,0.040081978,0.010695679,0.9793583,-0.34620515,0.46988347,-0.53812546,0.11083589,0.18945411,-0.3780826,0.184479,-0.10301878,-0.52636504,0.7747399,-0.18545076,0.5567273,-0.0063306415,-0.38378206,0.058561716,0.3394649,-0.033134427,-0.1393247,-0.07818293,0.10418271,-0.22206551,0.1140252,0.15752661,0.20509371,-0.13154441,-0.24605373,0.19454227,-0.06585666,-0.17852886,-0.31732476,-0.11198815,0.03938943,-0.55327106,-0.6174124,-0.14308676,0.22560953,0.3344364,0.37254634,-0.4723514,0.1280218,0.022722522,0.60788816
